21,"45; 52","SCI 337","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
22,"3-15","ART 106","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
23,"20-25; 27-33","ART 365","Tue;Thu",1899-12-30 8:00:00,1899-12-30 9:30:00
24,"37-52","LIB L302","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
25,"38","ART 214","Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
26,"34-36","ART 104","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
27,"17","SCI 236","Tue",1899-12-30 17:30:00,1899-12-30 21:30:00
28,"20-25; 27-33","ART 108","Mon;Wed",1899-12-30 17:00:00,1899-12-30 18:30:00
29,"22-24; 27-32","LIB L304","Fri",1899-12-30 11:30:00,1899-12-30 13:30:00
30,"3-15","EME 2111","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
31,"1","EME 0050","Mon;Tue;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
32,"12","FIP 121","Tue",1899-12-30 14:00:00,1899-12-30 17:00:00
33,"1","ART 374","Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
34,"3-15","EME 2111","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
35,"20-25; 27-33","LIB L317","Tue;Thu",1899-12-30 15:30:00,1899-12-30 17:00:00
36,"22","FIP 139","Thu",1899-12-30 13:00:00,1899-12-30 14:00:00
37,"3-15","ART 112","Tue",1899-12-30 12:30:00,1899-12-30 14:00:00
38,"9","FIP 139","Thu",1899-12-30 12:30:00,1899-12-30 15:30:00
39,"34-36","ART 219","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
40,"9","LIB L305","Mon",1899-12-30 11:00:00,1899-12-30 12:30:00
41,"25","ART 104","Fri",1899-12-30 10:00:00,1899-12-30 11:30:00
42,"5","EME 1121","Fri",1899-12-30 17:00:00,1899-12-30 18:30:00
43,"27","FIP 250","Wed",1899-12-30 18:00:00,1899-12-30 21:00:00
44,"3-15","ASC 130","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
45,"3-15","FIP 129","Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
46,"35","FIP 133","Fri",1899-12-30 12:30:00,1899-12-30 16:30:00
47,"35","ASC 130","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
48,"52","ART 386","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
49,"47","EME 0050","Fri",1899-12-30 9:00:00,1899-12-30 12:00:00
50,"27","ART 103","Wed",1899-12-30 20:00:00,1899-12-30 22:00:00
51,"28","ART 208","Fri",1899-12-30 16:30:00,1899-12-30 20:00:00
52,"36","FIP 133","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
53,"39-44; 46-51","FIP 121","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
54,"34-36","ART 102","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
55,"16","ART 102","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
56,"34","ASC 130","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
57,"8","EME 2202","Thu",1899-12-30 17:00:00,1899-12-30 19:00:00
58,"34","ASC 130","Wed",1899-12-30 12:30:00,1899-12-30 16:30:00
59,"9","FIP 239","Wed",1899-12-30 9:30:00,1899-12-30 10:30:00
60,"24","EME 2181","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
61,"17","ART 204","Thu",1899-12-30 12:30:00,1899-12-30 16:30:00
62,"20-25; 27-33","FIP 138","Mon",1899-12-30 13:30:00,1899-12-30 15:30:00
63,"24","EME 2111","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
64,"12-14","FIP 133","Wed",1899-12-30 15:30:00,1899-12-30 16:30:00
65,"17","LIB L317","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
66,"29","ART 110","Fri",1899-12-30 16:30:00,1899-12-30 20:00:00
67,"11","EME 2181","Mon",1899-12-30 9:00:00,1899-12-30 10:30:00
68,"9","SCI 236","Thu",1899-12-30 9:30:00,1899-12-30 11:30:00
69,"29","ART 112","Fri",1899-12-30 16:30:00,1899-12-30 20:00:00
70,"35","EME 1121","Thu",1899-12-30 12:30:00,1899-12-30 16:30:00
71,"1","ART 106","Tue",1899-12-30 14:00:00,1899-12-30 17:00:00
72,"20-25; 27-33","SCI 236","Mon",1899-12-30 9:30:00,1899-12-30 10:30:00
73,"4","ART 112","Wed",1899-12-30 10:30:00,1899-12-30 12:30:00
74,"22","ART 108","Wed",1899-12-30 11:30:00,1899-12-30 12:30:00
75,"12","EME 2111","Thu",1899-12-30 14:00:00,1899-12-30 17:00:00
76,"41","EME 2181","Thu",1899-12-30 13:00:00,1899-12-30 16:00:00
77,"9","ASC 165","Tue;Wed;Thu;Fri",1899-12-30 8:00:00,1899-12-30 9:00:00
78,"29","ART 110","Mon",1899-12-30 17:00:00,1899-12-30 20:00:00
79,"35","ASC 140","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
80,"36","FIP 204","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
81,"16","SCI 337","Fri",1899-12-30 8:30:00,1899-12-30 12:00:00
82,"34-36","ART 102","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
83,"12","ART 382","Mon",1899-12-30 16:00:00,1899-12-30 18:00:00
84,"13","ART 208","Mon",1899-12-30 9:30:00,1899-12-30 11:30:00
85,"3-15","ART 208","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
86,"16","ART 281","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
87,"35","ART 203","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
88,"36","ART 208","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
89,"20-25; 27-33","FIP 129","Tue",1899-12-30 18:00:00,1899-12-30 21:00:00
90,"20-25; 27-33","FIP 250","Fri",1899-12-30 9:00:00,1899-12-30 12:00:00
91,"20-25; 27-33","LIB L304","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
92,"16","ART 206","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
93,"16","LIB 303","Wed;Thu;Fri;Sat;Sun",1899-12-30 15:00:00,1899-12-30 17:00:00
94,"17","ART 365","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 17:00:00,1899-12-30 19:00:00
95,"28","LIB 303","Thu",1899-12-30 13:30:00,1899-12-30 15:00:00
96,"14","EME 1153","Fri",1899-12-30 16:00:00,1899-12-30 17:00:00
97,"34","LIB L312","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
98,"21","ART 374","Thu",1899-12-30 13:00:00,1899-12-30 14:00:00
99,"36","EME 1202","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
100,"8","EME 2141","Thu",1899-12-30 17:00:00,1899-12-30 20:00:00
101,"31","SCI 333","Wed",1899-12-30 19:30:00,1899-12-30 21:30:00
102,"20-25; 27-33","FIP 124","Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
103,"1-2","SCI 396","Mon;Tue;Wed;Thu;Fri",1899-12-30 8:00:00,1899-12-30 12:00:00
104,"30","LIB L302","Mon",1899-12-30 10:30:00,1899-12-30 12:00:00
105,"7","SCI 396","Fri",1899-12-30 15:30:00,1899-12-30 17:30:00
106,"27","ART 203","Wed",1899-12-30 17:00:00,1899-12-30 20:00:00
107,"3-15","EME 2202","Tue",1899-12-30 11:30:00,1899-12-30 13:30:00
108,"34-36","ART 206","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
109,"8","ASC 130","Tue",1899-12-30 18:00:00,1899-12-30 20:00:00
110,"20-25; 27-33","FIP 138","Wed;Fri",1899-12-30 12:30:00,1899-12-30 14:00:00
111,"20-25; 27-33","LIB L317","Mon;Wed;Fri",1899-12-30 8:30:00,1899-12-30 9:30:00
112,"35","FIP 247","Fri",1899-12-30 12:30:00,1899-12-30 16:30:00
113,"7","ART 114","Wed",1899-12-30 17:00:00,1899-12-30 18:00:00
114,"34","FIP 133","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
115,"12","FIP 139","Wed",1899-12-30 17:00:00,1899-12-30 19:00:00
116,"2","ART 204","Mon",1899-12-30 7:00:00,1899-12-30 22:00:00
117,"39-44","FIP 140","Mon",1899-12-30 12:30:00,1899-12-30 14:00:00
118,"41","EME 1121","Fri",1899-12-30 8:30:00,1899-12-30 12:00:00
119,"8","EME 2111","Thu",1899-12-30 14:00:00,1899-12-30 16:30:00
120,"27","ART 204","Thu",1899-12-30 14:00:00,1899-12-30 16:00:00
121,"20-25; 27-33","SCI 333","Mon;Wed",1899-12-30 11:00:00,1899-12-30 12:30:00
122,"20-25; 27-33","ART 103","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
123,"7","ART 110","Fri",1899-12-30 10:30:00,1899-12-30 16:30:00
124,"4-15","FIP 239","Fri",1899-12-30 14:00:00,1899-12-30 15:30:00
125,"20-25; 27-33","ART 366","Tue;Thu",1899-12-30 17:00:00,1899-12-30 18:30:00
126,"28","ART 210","Tue",1899-12-30 17:00:00,1899-12-30 20:00:00
127,"20-25; 27-33","ART 210","Thu",1899-12-30 14:00:00,1899-12-30 15:00:00
128,"11","ASC 140","Wed",1899-12-30 19:30:00,1899-12-30 21:30:00
129,"36","ART 214","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
130,"32-33","ART 215","Wed",1899-12-30 11:30:00,1899-12-30 12:30:00
131,"28","ART 382","Wed",1899-12-30 9:30:00,1899-12-30 11:00:00
132,"21","ART 102","Thu",1899-12-30 19:00:00,1899-12-30 21:00:00
133,"35","SCI 396","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
134,"52","ART 365","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
135,"27","FIP 239","Fri",1899-12-30 18:00:00,1899-12-30 21:00:00
136,"37-41","EME 2202","Fri",1899-12-30 10:30:00,1899-12-30 12:30:00
137,"34","ART 215","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
138,"10","ART 103","Fri",1899-12-30 10:00:00,1899-12-30 12:30:00
139,"24","LIB L317","Wed",1899-12-30 15:30:00,1899-12-30 17:30:00
140,"20-25; 27-33","FIP 129","Wed",1899-12-30 18:00:00,1899-12-30 19:00:00
141,"3-15","EME 2205","Mon",1899-12-30 8:00:00,1899-12-30 9:00:00
142,"11","ART 206","Tue",1899-12-30 11:00:00,1899-12-30 13:00:00
143,"34-36","ART 108","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
144,"11","EME 2181","Tue",1899-12-30 11:00:00,1899-12-30 12:30:00
145,"24","EME 1101","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
146,"16","ART 102","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
147,"13","SCI 236","Thu",1899-12-30 9:30:00,1899-12-30 11:30:00
148,"34","ASC 130","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
149,"1","EME 1101","Fri",1899-12-30 10:30:00,1899-12-30 12:30:00
150,"39-44","ART 210","Tue;Wed;Fri",1899-12-30 14:30:00,1899-12-30 17:00:00
151,"12-14","ART 382","Fri",1899-12-30 13:30:00,1899-12-30 15:30:00
152,"3-15","LIB L304","Thu",1899-12-30 9:30:00,1899-12-30 12:30:00
153,"16-18","FIP 239","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
154,"16","EME 1153","Tue",1899-12-30 12:00:00,1899-12-30 17:00:00
155,"8-14","EME 1153","Thu",1899-12-30 16:00:00,1899-12-30 17:00:00
156,"5-15","EME 1202","Fri",1899-12-30 15:00:00,1899-12-30 16:00:00
157,"40","ART 208","Mon;Tue;Wed;Thu;Fri",1899-12-30 8:30:00,1899-12-30 17:00:00
158,"8","ASC 165","Thu",1899-12-30 17:00:00,1899-12-30 20:00:00
159,"39-43","SCI 337","Tue;Wed;Fri",1899-12-30 8:30:00,1899-12-30 11:00:00
160,"35","ASC 140","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
161,"41","ART 203","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
162,"38-46","FIP 129","Thu",1899-12-30 13:30:00,1899-12-30 15:30:00
163,"10","FIP 124","Wed",1899-12-30 9:30:00,1899-12-30 11:00:00
164,"25","EME 1151","Thu",1899-12-30 13:00:00,1899-12-30 15:30:00
165,"3-15","LIB L306","Tue",1899-12-30 14:00:00,1899-12-30 15:00:00
166,"28","FIP 124","Thu",1899-12-30 14:30:00,1899-12-30 15:30:00
167,"34-36","ART 219","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
168,"39-44","ART 103","Mon;Thu",1899-12-30 13:00:00,1899-12-30 16:30:00
169,"45; 52","SCI 337","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
170,"35","ART 214","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
171,"27","LIB L317","Thu",1899-12-30 18:30:00,1899-12-30 21:00:00
172,"34-36","ART 218","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
173,"18","ART 210","Mon",1899-12-30 8:30:00,1899-12-30 13:30:00
174,"34-36","EME 2111","Fri",1899-12-30 15:00:00,1899-12-30 16:00:00
175,"25-28","FIP 121","Mon",1899-12-30 18:00:00,1899-12-30 19:30:00
176,"21-33","EME 2141","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
177,"52","ART 365","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
178,"20-25; 27-33","LIB L317","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
179,"36","FIP 121","Mon",1899-12-30 17:30:00,1899-12-30 21:30:00
180,"35","FIP 204","Fri",1899-12-30 8:30:00,1899-12-30 12:30:00
181,"1","SCI 128","Mon;Tue;Wed;Thu;Fri",1899-12-30 9:00:00,1899-12-30 16:00:00
182,"3-15","EME 1202","Tue;Thu",1899-12-30 8:00:00,1899-12-30 9:30:00
183,"24","ART 365","Mon",1899-12-30 15:30:00,1899-12-30 18:00:00
184,"1-2","SCI 396","Mon;Tue;Wed;Thu;Fri",1899-12-30 8:00:00,1899-12-30 12:00:00
185,"3","LIB L312","Tue",1899-12-30 12:00:00,1899-12-30 15:30:00
186,"1","SCI 396","Mon;Tue;Wed;Thu;Fri",1899-12-30 13:00:00,1899-12-30 16:30:00
187,"16","ART 202","Tue",1899-12-30 7:00:00,1899-12-30 20:00:00
188,"20-25; 27-33","ASC 140","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
189,"26","FIP 140","Wed",1899-12-30 7:00:00,1899-12-30 16:30:00
190,"20-25; 27-33","ART 365","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
191,"46-51","ART 108","Mon",1899-12-30 16:30:00,1899-12-30 17:30:00
192,"20-25; 27-33","FIP 129","Thu",1899-12-30 14:00:00,1899-12-30 17:00:00
193,"34","ART 382","Mon;Tue;Wed;Thu",1899-12-30 14:00:00,1899-12-30 17:00:00
194,"1","FIP 204","Tue;Wed;Fri;Sat",1899-12-30 8:00:00,1899-12-30 20:00:00
195,"34-36","ART 219","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
196,"16","SCI 126","Wed;Thu",1899-12-30 9:00:00,1899-12-30 17:00:00
197,"3-15","ASC 140","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
198,"28","ART 210","Thu",1899-12-30 17:00:00,1899-12-30 21:00:00
199,"3-15","ART 374","Wed",1899-12-30 8:30:00,1899-12-30 10:30:00
200,"3-15","FIP 124","Wed;Fri",1899-12-30 12:30:00,1899-12-30 14:00:00
201,"3-15","EME 1121","Wed;Fri",1899-12-30 14:00:00,1899-12-30 15:30:00
202,"3-15","LIB L312","Mon;Wed;Fri",1899-12-30 12:30:00,1899-12-30 13:30:00
203,"35","ART 374","Fri",1899-12-30 12:30:00,1899-12-30 16:30:00
204,"3-15","EME 2205","Wed",1899-12-30 17:30:00,1899-12-30 19:30:00
205,"34","FIP 140","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
206,"25","ART 204","Tue",1899-12-30 14:00:00,1899-12-30 17:00:00
207,"7","LIB L304","Fri",1899-12-30 8:00:00,1899-12-30 10:00:00
208,"37","ART 112","Mon;Tue;Wed;Thu;Fri",1899-12-30 8:30:00,1899-12-30 16:00:00
209,"45; 52","SCI 333","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
210,"18","ART 104","Mon",1899-12-30 12:30:00,1899-12-30 17:30:00
211,"20-25; 27-33","LIB L317","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
212,"11","LIB L302","Fri",1899-12-30 12:30:00,1899-12-30 14:30:00
213,"20-25; 27-33","ART 366","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
214,"3-15","EME 1101","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
215,"29","EME 2202","Tue",1899-12-30 15:30:00,1899-12-30 20:00:00
216,"51-52","LIB L304","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
217,"35","EME 2141","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
218,"3-15","FIP 239","Mon;Wed;Fri",1899-12-30 8:30:00,1899-12-30 9:30:00
219,"1","EME 0050","Wed",1899-12-30 14:30:00,1899-12-30 15:30:00
220,"10","ART 203","Mon",1899-12-30 14:00:00,1899-12-30 16:00:00
221,"35","ART 214","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
222,"20-25; 27-33","ART 366","Tue;Thu",1899-12-30 8:00:00,1899-12-30 9:30:00
223,"38","ART 219","Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
224,"26","SCI 236","Wed",1899-12-30 10:00:00,1899-12-30 14:00:00
225,"34","ART 215","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
226,"35","ART 204","Thu",1899-12-30 12:30:00,1899-12-30 16:30:00
227,"3; 5; 7; 9; 11; 13; 15","ASC 165","Tue",1899-12-30 11:30:00,1899-12-30 13:30:00
228,"7; 9; 11; 13; 15","ART 202","Wed",1899-12-30 17:00:00,1899-12-30 19:00:00
229,"3-15","FIP 204","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
230,"16-17","EME 2202","Fri",1899-12-30 7:00:00,1899-12-30 8:00:00
231,"20-25; 27-33","ART 281","Mon;Wed;Fri",1899-12-30 12:30:00,1899-12-30 13:30:00
232,"14","ART 112","Fri",1899-12-30 17:00:00,1899-12-30 20:00:00
233,"16","SCI 236","Tue;Wed;Thu;Fri",1899-12-30 9:00:00,1899-12-30 18:00:00
234,"34-36","ART 106","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
235,"3-15","FIP 250","Wed",1899-12-30 10:30:00,1899-12-30 11:30:00
236,"3-15","ART 102","Tue",1899-12-30 9:30:00,1899-12-30 12:30:00
237,"37-50","LIB L305","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
238,"50","EME 2202","Mon;Tue;Wed;Thu;Fri",1899-12-30 13:00:00,1899-12-30 16:00:00
239,"15","ART 108","Fri",1899-12-30 15:00:00,1899-12-30 17:30:00
240,"35","SCI 126","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
241,"17","FIP 204","Tue",1899-12-30 18:00:00,1899-12-30 20:30:00
242,"4","LIB L306","Mon",1899-12-30 14:00:00,1899-12-30 16:30:00
243,"20-25; 27-33","ART 281","Mon",1899-12-30 10:30:00,1899-12-30 11:30:00
244,"16","ART 102","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
245,"34","FIP 129","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
246,"7","EME 2181","Thu",1899-12-30 13:00:00,1899-12-30 14:00:00
247,"27","ART 110","Mon",1899-12-30 15:30:00,1899-12-30 17:00:00
248,"40","ART 203","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
249,"34","ASC 130","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
250,"3-15","ASC 130","Mon;Wed",1899-12-30 17:00:00,1899-12-30 18:30:00
251,"6-7; 10; 15","FIP 121","Thu",1899-12-30 14:00:00,1899-12-30 16:00:00
252,"33","EME 2111","Tue",1899-12-30 17:00:00,1899-12-30 18:00:00
253,"3-15","ART 366","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
254,"18","ART 382","Mon",1899-12-30 8:30:00,1899-12-30 13:30:00
255,"20-25; 27-33","ART 366","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
256,"21","FIP 138","Tue",1899-12-30 11:30:00,1899-12-30 14:00:00
257,"35","EME 0050","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
258,"24-33","ART 281","Thu",1899-12-30 17:00:00,1899-12-30 18:00:00
259,"20-25; 27-33","ART 202","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
260,"20-25; 27-33","EME 2111","Thu",1899-12-30 15:30:00,1899-12-30 16:30:00
261,"20-25; 27-33","FIP 204","Mon;Wed;Fri",1899-12-30 8:30:00,1899-12-30 9:30:00
262,"20-25; 27-33","EME 2111","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
263,"20-25; 27-33","EME 2141","Mon",1899-12-30 17:00:00,1899-12-30 20:00:00
264,"5","EME 1101","Tue",1899-12-30 18:00:00,1899-12-30 21:00:00
265,"34","ASC 165","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
266,"11","EME 1153","Tue",1899-12-30 13:00:00,1899-12-30 15:00:00
267,"8","FIP 140","Fri",1899-12-30 12:30:00,1899-12-30 14:00:00
268,"34","SCI 396","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
269,"35","ASC 130","Wed",1899-12-30 12:30:00,1899-12-30 16:30:00
270,"34","ASC 165","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
271,"8","ART 366","Wed",1899-12-30 18:30:00,1899-12-30 20:00:00
272,"8","EME 2181","Thu",1899-12-30 15:30:00,1899-12-30 19:00:00
273,"30","SCI 337","Tue",1899-12-30 17:00:00,1899-12-30 19:00:00
274,"3-15","LIB L312","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
275,"13","FIP 139","Tue",1899-12-30 17:00:00,1899-12-30 18:30:00
276,"3-15","ART 219","Tue",1899-12-30 11:30:00,1899-12-30 12:30:00
277,"5-15","ART 110","Thu",1899-12-30 16:00:00,1899-12-30 17:30:00
278,"39-43","SCI 396","Tue;Wed;Fri",1899-12-30 8:30:00,1899-12-30 11:00:00
279,"37","FIP 139","Mon",1899-12-30 11:00:00,1899-12-30 17:00:00
280,"3-15","EME 1121","Mon",1899-12-30 12:30:00,1899-12-30 15:30:00
281,"9","ART 103","Thu",1899-12-30 17:00:00,1899-12-30 18:30:00
282,"16","FIP 204","Mon",1899-12-30 12:30:00,1899-12-30 17:30:00
283,"47-52","ART 281","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
284,"36","FIP 129","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
285,"29","ART 281","Mon",1899-12-30 18:00:00,1899-12-30 20:00:00
286,"10","ART 382","Thu",1899-12-30 12:30:00,1899-12-30 13:30:00
287,"20-25; 27-33","EME 1121","Fri",1899-12-30 13:00:00,1899-12-30 16:00:00
288,"16","FIP 204","Thu",1899-12-30 16:30:00,1899-12-30 21:30:00
289,"34-36","ART 112","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
290,"21-33","LIB L305","Tue",1899-12-30 17:30:00,1899-12-30 21:30:00
291,"38","ART 214","Thu",1899-12-30 9:30:00,1899-12-30 15:00:00
292,"52","ART 376","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
293,"3-15","FIP 121","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
294,"39-44","ART 210","Wed;Fri",1899-12-30 8:30:00,1899-12-30 12:00:00
295,"17","SCI 236","Fri",1899-12-30 9:30:00,1899-12-30 17:00:00
296,"7","EME 1153","Fri",1899-12-30 16:00:00,1899-12-30 17:00:00
297,"3-15","FIP 133","Mon",1899-12-30 17:00:00,1899-12-30 19:00:00
298,"48","EME 2202","Mon;Tue;Wed;Thu;Fri",1899-12-30 9:00:00,1899-12-30 16:00:00
299,"17","EME 0050","Mon;Wed;Thu;Fri;Sat",1899-12-30 17:30:00,1899-12-30 21:30:00
300,"51-52","LIB L304","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
